"id","round_number","participant_id","article","main_article_stable_id","main_article_title","main_topic","rec0_stable_id","rec0_title","rec0_likelihood","rec0_preference_fit","rec0_constructive","rec0_understandable","rec0_trustworthy","rec0_relevant","rec1_stable_id","rec1_title","rec1_likelihood","rec1_preference_fit","rec1_constructive","rec1_understandable","rec1_trustworthy","rec1_relevant","rec0_topic","rec1_topic","rec0_label_text","rec1_label_text","label_understandable","label_useful","label_influenced","label_attention","label_more","rb_attention_check","selected_rec_stable_id","selected_rec_title","selected_rec_pos","changing_label_rec_pos","low_preference_fit","low_constructive","low_understandable","low_trustworthy","low_relevant","high_preference_fit","high_constructive","high_understandable","high_trustworthy","high_relevant"
564,1,296,"{""main_article_id"": 23, ""main_article_stable_id"": ""144012"", ""main_article_title"": ""Boulder County opens new alternative sentencing facility focused on rehabilitation"", ""selected_recommendation_id"": 22, ""selected_recommendation_stable_id"": ""143983"", ""selected_recommendation_title"": ""How Philadelphia is combating human trafficking with new $500K awareness initiative"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 0, ""recommendations"": [26, 22], ""recommendations_labels"": {""22"": """", ""26"": ""Breaks topic into key points without unnecessary details""}, ""recommendations_stable_ids"": [""144442"", ""143983""], ""recommendations_titles"": [""Chile's SQM quarterly profit rises as lithium prices rebound"", ""How Philadelphia is combating human trafficking with new $500K awareness initiative""], ""ratings"": {""likelihood_26"": ""5"", ""preference_fit_26"": ""1"", ""constructive_26"": ""1"", ""understandable_26"": ""2"", ""trustworthy_26"": ""1"", ""relevant_26"": ""1"", ""likelihood_22"": ""5"", ""preference_fit_22"": ""5"", ""constructive_22"": ""5"", ""understandable_22"": ""5"", ""trustworthy_22"": ""5"", ""relevant_22"": ""5"", ""label_understandable"": ""2"", ""label_useful"": ""2"", ""label_influenced"": ""2"", ""label_attention"": ""2"", ""label_more"": ""2"", ""rb_attention_check"": """", ""low_preference_fit"": ""1"", ""high_preference_fit"": ""5"", ""low_constructive"": ""1"", ""high_constructive"": ""5"", ""low_understandable"": ""2"", ""high_understandable"": ""5"", ""low_trustworthy"": ""1"", ""high_trustworthy"": ""5"", ""low_relevant"": ""1"", ""high_relevant"": ""5""}}",144012,"Boulder County opens new alternative sentencing facility focused on rehabilitation","Crime",144442,"Chile's SQM quarterly profit rises as lithium prices rebound",5,1,1,2,1,1,143983,"How Philadelphia is combating human trafficking with new $500K awareness initiative",5,5,5,5,5,5,"Finance","Crime","Breaks topic into key points without unnecessary details","",2,2,2,2,2,NA,143983,"How Philadelphia is combating human trafficking with new $500K awareness initiative",1,0,1,1,2,1,1,5,5,5,5,5
565,1,295,"{""main_article_id"": 4, ""main_article_stable_id"": ""141220"", ""main_article_title"": ""Why Anthropic's AI Claude tried to contact the FBI in a test"", ""selected_recommendation_id"": 63, ""selected_recommendation_stable_id"": ""133123"", ""selected_recommendation_title"": ""New Glenn launch: NASA's Escapade mission to Mars brings the next big test for Jeff Bezos' rocket"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 0, ""recommendations"": [16, 63], ""recommendations_labels"": {""16"": ""Breaks topic into key points without unnecessary details"", ""63"": """"}, ""recommendations_stable_ids"": [""142537"", ""133123""], ""recommendations_titles"": [""The Ashes 2025-26: Insight, analysis and a new signing for The Athletic"", ""New Glenn launch: NASA's Escapade mission to Mars brings the next big test for Jeff Bezos' rocket""], ""ratings"": {""likelihood_16"": ""1"", ""preference_fit_16"": ""1"", ""constructive_16"": ""1"", ""understandable_16"": ""4"", ""trustworthy_16"": ""3"", ""relevant_16"": ""1"", ""likelihood_63"": ""4"", ""preference_fit_63"": ""5"", ""constructive_63"": ""5"", ""understandable_63"": ""5"", ""trustworthy_63"": ""5"", ""relevant_63"": ""5"", ""label_understandable"": ""5"", ""label_useful"": ""5"", ""label_influenced"": ""5"", ""label_attention"": ""3"", ""label_more"": ""5"", ""rb_attention_check"": """", ""low_preference_fit"": ""1"", ""high_preference_fit"": ""5"", ""low_constructive"": ""1"", ""high_constructive"": ""5"", ""low_understandable"": ""4"", ""high_understandable"": ""5"", ""low_trustworthy"": ""3"", ""high_trustworthy"": ""5"", ""low_relevant"": ""1"", ""high_relevant"": ""5""}}",141220,"Why Anthropic's AI Claude tried to contact the FBI in a test","Tech",142537,"The Ashes 2025-26: Insight, analysis and a new signing for The Athletic",1,1,1,4,3,1,133123,"New Glenn launch: NASA's Escapade mission to Mars brings the next big test for Jeff Bezos' rocket",4,5,5,5,5,5,"Sports","Tech","Breaks topic into key points without unnecessary details","",5,5,5,3,5,NA,133123,"New Glenn launch: NASA's Escapade mission to Mars brings the next big test for Jeff Bezos' rocket",1,0,1,1,4,3,1,5,5,5,5,5
566,2,294,"{""main_article_id"": 51, ""main_article_stable_id"": ""136187"", ""main_article_title"": ""Alaska sued over aerial hunting of bears to protect caribou"", ""selected_recommendation_id"": 28, ""selected_recommendation_stable_id"": ""144755"", ""selected_recommendation_title"": ""New Jersey Gov.-elect Mikie Sherrill talks to small business owners about plan to fight tariffs, high costs"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 1, ""recommendations"": [18, 28], ""recommendations_labels"": {""18"": """", ""28"": """"}, ""recommendations_stable_ids"": [""143388"", ""144755""], ""recommendations_titles"": [""Mamdani and Tisch Agreed to Work Together. Here's Where They Differ."", ""New Jersey Gov.-elect Mikie Sherrill talks to small business owners about plan to fight tariffs, high costs""], ""ratings"": {""likelihood_18"": ""1"", ""preference_fit_18"": ""1"", ""constructive_18"": ""3"", ""understandable_18"": ""5"", ""trustworthy_18"": ""5"", ""relevant_18"": ""5"", ""likelihood_28"": ""1"", ""preference_fit_28"": ""4"", ""constructive_28"": ""5"", ""understandable_28"": ""5"", ""trustworthy_28"": ""5"", ""relevant_28"": ""5"", ""label_understandable"": """", ""label_useful"": """", ""label_influenced"": """", ""label_attention"": """", ""label_more"": """", ""rb_attention_check"": ""1"", ""low_preference_fit"": ""4"", ""high_preference_fit"": ""1"", ""low_constructive"": ""5"", ""high_constructive"": ""3"", ""low_understandable"": ""5"", ""high_understandable"": ""5"", ""low_trustworthy"": ""5"", ""high_trustworthy"": ""5"", ""low_relevant"": ""5"", ""high_relevant"": ""5""}}",136187,"Alaska sued over aerial hunting of bears to protect caribou","Politics",143388,"Mamdani and Tisch Agreed to Work Together. Here's Where They Differ.",1,1,3,5,5,5,144755,"New Jersey Gov.-elect Mikie Sherrill talks to small business owners about plan to fight tariffs, high costs",1,4,5,5,5,5,"Politics","Finance","","",NA,NA,NA,NA,NA,1,144755,"New Jersey Gov.-elect Mikie Sherrill talks to small business owners about plan to fight tariffs, high costs",1,1,4,5,5,5,5,1,3,5,5,5
567,2,296,"{""main_article_id"": 17, ""main_article_stable_id"": ""142917"", ""main_article_title"": ""Born with cerebral palsy, a Haverford woman shares her story of resilience in new book"", ""selected_recommendation_id"": 52, ""selected_recommendation_stable_id"": ""130470"", ""selected_recommendation_title"": ""Sacramento launches new effort to help local musicians make money"", ""selected_recommendation_pos"": 0, ""changing_label_rec_pos"": 1, ""recommendations"": [52, 29], ""recommendations_labels"": {""29"": ""Trending right now"", ""52"": """"}, ""recommendations_stable_ids"": [""130470"", ""144778""], ""recommendations_titles"": [""Sacramento launches new effort to help local musicians make money"", ""Meta's Victory Opens the Way for Silicon Valley to Go Deal Shopping""], ""ratings"": {""likelihood_52"": ""1"", ""preference_fit_52"": ""1"", ""constructive_52"": ""1"", ""understandable_52"": ""1"", ""trustworthy_52"": ""1"", ""relevant_52"": ""1"", ""likelihood_29"": ""1"", ""preference_fit_29"": ""1"", ""constructive_29"": ""1"", ""understandable_29"": ""1"", ""trustworthy_29"": ""1"", ""relevant_29"": ""1"", ""label_understandable"": ""3"", ""label_useful"": ""3"", ""label_influenced"": ""2"", ""label_attention"": ""1"", ""label_more"": ""1"", ""rb_attention_check"": ""1"", ""low_preference_fit"": ""1"", ""high_preference_fit"": ""1"", ""low_constructive"": ""1"", ""high_constructive"": ""1"", ""low_understandable"": ""1"", ""high_understandable"": ""1"", ""low_trustworthy"": ""1"", ""high_trustworthy"": ""1"", ""low_relevant"": ""1"", ""high_relevant"": ""1""}}",142917,"Born with cerebral palsy, a Haverford woman shares her story of resilience in new book","Entertainment",130470,"Sacramento launches new effort to help local musicians make money",1,1,1,1,1,1,144778,"Meta's Victory Opens the Way for Silicon Valley to Go Deal Shopping",1,1,1,1,1,1,"Entertainment","Tech","","Trending right now",3,3,2,1,1,1,130470,"Sacramento launches new effort to help local musicians make money",0,1,1,1,1,1,1,1,1,1,1,1
568,2,295,"{""main_article_id"": 67, ""main_article_stable_id"": ""139775"", ""main_article_title"": ""EU options to finance Ukraine in 2026\u20132027"", ""selected_recommendation_id"": 3, ""selected_recommendation_stable_id"": ""139978"", ""selected_recommendation_title"": ""Italy's light touch on inheritance tax comes at a cost, economists say"", ""selected_recommendation_pos"": 0, ""changing_label_rec_pos"": 1, ""recommendations"": [3, 65], ""recommendations_labels"": {""3"": """", ""65"": ""Focuses on solutions and constructive ways forward""}, ""recommendations_stable_ids"": [""139978"", ""139836""], ""recommendations_titles"": [""Italy's light touch on inheritance tax comes at a cost, economists say"", ""Hitting retirement age in 2026? This Social Security change could impact you.""], ""ratings"": {""likelihood_3"": ""3"", ""preference_fit_3"": ""3"", ""constructive_3"": ""4"", ""understandable_3"": ""4"", ""trustworthy_3"": ""4"", ""relevant_3"": ""3"", ""likelihood_65"": ""1"", ""preference_fit_65"": ""3"", ""constructive_65"": ""3"", ""understandable_65"": ""4"", ""trustworthy_65"": ""1"", ""relevant_65"": ""2"", ""label_understandable"": ""5"", ""label_useful"": ""5"", ""label_influenced"": ""5"", ""label_attention"": ""3"", ""label_more"": ""4"", ""rb_attention_check"": ""1"", ""low_preference_fit"": ""3"", ""high_preference_fit"": ""3"", ""low_constructive"": ""3"", ""high_constructive"": ""4"", ""low_understandable"": ""4"", ""high_understandable"": ""4"", ""low_trustworthy"": ""1"", ""high_trustworthy"": ""4"", ""low_relevant"": ""2"", ""high_relevant"": ""3""}}",139775,"EU options to finance Ukraine in 2026–2027","International",139978,"Italy's light touch on inheritance tax comes at a cost, economists say",3,3,4,4,4,3,139836,"Hitting retirement age in 2026? This Social Security change could impact you.",1,3,3,4,1,2,"International","Finance","","Focuses on solutions and constructive ways forward",5,5,5,3,4,1,139978,"Italy's light touch on inheritance tax comes at a cost, economists say",0,1,3,3,4,1,2,3,4,4,4,3
569,1,297,"{""main_article_id"": 60, ""main_article_stable_id"": ""133131"", ""main_article_title"": ""Millions of bats are being killed by wind turbines, but smart sensors could help protect them"", ""selected_recommendation_id"": 12, ""selected_recommendation_stable_id"": ""141488"", ""selected_recommendation_title"": ""Hydropower Is Getting Less Reliable as the World Needs More Energy"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 0, ""recommendations"": [46, 12], ""recommendations_labels"": {""12"": """", ""46"": ""Breaks topic into key points without unnecessary details""}, ""recommendations_stable_ids"": [""148298"", ""141488""], ""recommendations_titles"": [""Making a Yard \u2018Very Wild,' Yet Still Fit for Entertaining"", ""Hydropower Is Getting Less Reliable as the World Needs More Energy""], ""ratings"": {""likelihood_46"": ""4"", ""preference_fit_46"": ""4"", ""constructive_46"": ""4"", ""understandable_46"": ""5"", ""trustworthy_46"": ""5"", ""relevant_46"": ""5"", ""likelihood_12"": ""4"", ""preference_fit_12"": ""4"", ""constructive_12"": ""5"", ""understandable_12"": ""3"", ""trustworthy_12"": ""5"", ""relevant_12"": ""4"", ""label_understandable"": ""4"", ""label_useful"": ""5"", ""label_influenced"": ""4"", ""label_attention"": ""5"", ""label_more"": ""4"", ""rb_attention_check"": """", ""low_preference_fit"": ""4"", ""high_preference_fit"": ""4"", ""low_constructive"": ""4"", ""high_constructive"": ""5"", ""low_understandable"": ""5"", ""high_understandable"": ""3"", ""low_trustworthy"": ""5"", ""high_trustworthy"": ""5"", ""low_relevant"": ""5"", ""high_relevant"": ""4""}}",133131,"Millions of bats are being killed by wind turbines, but smart sensors could help protect them","Science",148298,"Making a Yard ‘Very Wild,' Yet Still Fit for Entertaining",4,4,4,5,5,5,141488,"Hydropower Is Getting Less Reliable as the World Needs More Energy",4,4,5,3,5,4,"Lifestyle","Science","Breaks topic into key points without unnecessary details","",4,5,4,5,4,NA,141488,"Hydropower Is Getting Less Reliable as the World Needs More Energy",1,0,4,4,5,5,5,4,5,3,5,4
570,2,297,"{""main_article_id"": 49, ""main_article_stable_id"": ""131667"", ""main_article_title"": ""Analysis: Many factors, not just Trump, contributed to BBC resignations"", ""selected_recommendation_id"": 51, ""selected_recommendation_stable_id"": ""136187"", ""selected_recommendation_title"": ""Alaska sued over aerial hunting of bears to protect caribou"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 0, ""recommendations"": [65, 51], ""recommendations_labels"": {""51"": """", ""65"": """"}, ""recommendations_stable_ids"": [""139836"", ""136187""], ""recommendations_titles"": [""Hitting retirement age in 2026? This Social Security change could impact you."", ""Alaska sued over aerial hunting of bears to protect caribou""], ""ratings"": {""likelihood_65"": ""5"", ""preference_fit_65"": ""4"", ""constructive_65"": ""5"", ""understandable_65"": ""5"", ""trustworthy_65"": ""4"", ""relevant_65"": ""4"", ""likelihood_51"": ""5"", ""preference_fit_51"": ""5"", ""constructive_51"": ""4"", ""understandable_51"": ""4"", ""trustworthy_51"": ""5"", ""relevant_51"": ""5"", ""label_understandable"": """", ""label_useful"": """", ""label_influenced"": """", ""label_attention"": """", ""label_more"": """", ""rb_attention_check"": ""1"", ""low_preference_fit"": ""4"", ""high_preference_fit"": ""5"", ""low_constructive"": ""5"", ""high_constructive"": ""4"", ""low_understandable"": ""5"", ""high_understandable"": ""4"", ""low_trustworthy"": ""4"", ""high_trustworthy"": ""5"", ""low_relevant"": ""4"", ""high_relevant"": ""5""}}",131667,"Analysis: Many factors, not just Trump, contributed to BBC resignations","Politics",139836,"Hitting retirement age in 2026? This Social Security change could impact you.",5,4,5,5,4,4,136187,"Alaska sued over aerial hunting of bears to protect caribou",5,5,4,4,5,5,"Finance","Politics","","",NA,NA,NA,NA,NA,1,136187,"Alaska sued over aerial hunting of bears to protect caribou",1,0,4,5,5,4,4,5,4,4,5,5
571,1,298,"{""main_article_id"": 42, ""main_article_stable_id"": ""147262"", ""main_article_title"": ""Red Wings in first place after 20 games: What's worked, what questions remain"", ""selected_recommendation_id"": 46, ""selected_recommendation_stable_id"": ""148298"", ""selected_recommendation_title"": ""Making a Yard \u2018Very Wild,' Yet Still Fit for Entertaining"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 1, ""recommendations"": [50, 46], ""recommendations_labels"": {""46"": ""Focuses on solutions and constructive ways forward"", ""50"": """"}, ""recommendations_stable_ids"": [""130049"", ""148298""], ""recommendations_titles"": [""Real Madrid's Ferland Mendy: 629 days out, winner of finals and an uncertain future"", ""Making a Yard \u2018Very Wild,' Yet Still Fit for Entertaining""], ""ratings"": {""likelihood_50"": ""2"", ""preference_fit_50"": ""2"", ""constructive_50"": ""2"", ""understandable_50"": ""3"", ""trustworthy_50"": ""3"", ""relevant_50"": ""2"", ""likelihood_46"": ""2"", ""preference_fit_46"": ""2"", ""constructive_46"": ""4"", ""understandable_46"": ""3"", ""trustworthy_46"": ""3"", ""relevant_46"": ""3"", ""label_understandable"": ""4"", ""label_useful"": ""3"", ""label_influenced"": ""2"", ""label_attention"": ""2"", ""label_more"": ""3"", ""rb_attention_check"": """", ""low_preference_fit"": ""2"", ""high_preference_fit"": ""2"", ""low_constructive"": ""4"", ""high_constructive"": ""2"", ""low_understandable"": ""3"", ""high_understandable"": ""3"", ""low_trustworthy"": ""3"", ""high_trustworthy"": ""3"", ""low_relevant"": ""3"", ""high_relevant"": ""2""}}",147262,"Red Wings in first place after 20 games: What's worked, what questions remain","Sports",130049,"Real Madrid's Ferland Mendy: 629 days out, winner of finals and an uncertain future",2,2,2,3,3,2,148298,"Making a Yard ‘Very Wild,' Yet Still Fit for Entertaining",2,2,4,3,3,3,"Sports","Lifestyle","","Focuses on solutions and constructive ways forward",4,3,2,2,3,NA,148298,"Making a Yard ‘Very Wild,' Yet Still Fit for Entertaining",1,1,2,4,3,3,3,2,2,3,3,2
572,2,298,"{""main_article_id"": 49, ""main_article_stable_id"": ""131667"", ""main_article_title"": ""Analysis: Many factors, not just Trump, contributed to BBC resignations"", ""selected_recommendation_id"": 56, ""selected_recommendation_stable_id"": ""131990"", ""selected_recommendation_title"": ""It's been a dangerous decade since the Paris Climate Agreement, but there's still reason for hope"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 0, ""recommendations"": [21, 56], ""recommendations_labels"": {""21"": ""Trending right now"", ""56"": """"}, ""recommendations_stable_ids"": [""143889"", ""131990""], ""recommendations_titles"": [""Pennsylvania Attorney General's Office launches Elder Exploitation Section, expanding services for seniors"", ""It's been a dangerous decade since the Paris Climate Agreement, but there's still reason for hope""], ""ratings"": {""likelihood_21"": ""4"", ""preference_fit_21"": ""4"", ""constructive_21"": ""3"", ""understandable_21"": ""3"", ""trustworthy_21"": ""4"", ""relevant_21"": ""3"", ""likelihood_56"": ""5"", ""preference_fit_56"": ""4"", ""constructive_56"": ""3"", ""understandable_56"": ""4"", ""trustworthy_56"": ""4"", ""relevant_56"": ""4"", ""label_understandable"": ""4"", ""label_useful"": ""4"", ""label_influenced"": ""3"", ""label_attention"": ""4"", ""label_more"": ""4"", ""rb_attention_check"": ""1"", ""low_preference_fit"": ""4"", ""high_preference_fit"": ""4"", ""low_constructive"": ""3"", ""high_constructive"": ""3"", ""low_understandable"": ""3"", ""high_understandable"": ""4"", ""low_trustworthy"": ""4"", ""high_trustworthy"": ""4"", ""low_relevant"": ""3"", ""high_relevant"": ""4""}}",131667,"Analysis: Many factors, not just Trump, contributed to BBC resignations","Politics",143889,"Pennsylvania Attorney General's Office launches Elder Exploitation Section, expanding services for seniors",4,4,3,3,4,3,131990,"It's been a dangerous decade since the Paris Climate Agreement, but there's still reason for hope",5,4,3,4,4,4,"Crime","Politics","Trending right now","",4,4,3,4,4,1,131990,"It's been a dangerous decade since the Paris Climate Agreement, but there's still reason for hope",1,0,4,3,3,4,3,4,3,4,4,4
573,1,299,"{""main_article_id"": 64, ""main_article_stable_id"": ""139293"", ""main_article_title"": ""Top U.N. Official Pushing to Get Aid Into Stricken Sudanese City"", ""selected_recommendation_id"": 56, ""selected_recommendation_stable_id"": ""131990"", ""selected_recommendation_title"": ""It's been a dangerous decade since the Paris Climate Agreement, but there's still reason for hope"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 0, ""recommendations"": [38, 56], ""recommendations_labels"": {""38"": ""Focuses on solutions and constructive ways forward"", ""56"": """"}, ""recommendations_stable_ids"": [""146472"", ""131990""], ""recommendations_titles"": [""A 'breakthrough' drug to prevent HIV, an 'unprecedented' rollout"", ""It's been a dangerous decade since the Paris Climate Agreement, but there's still reason for hope""], ""ratings"": {""likelihood_38"": ""4"", ""preference_fit_38"": ""2"", ""constructive_38"": ""4"", ""understandable_38"": ""4"", ""trustworthy_38"": ""4"", ""relevant_38"": ""4"", ""likelihood_56"": ""5"", ""preference_fit_56"": ""4"", ""constructive_56"": ""4"", ""understandable_56"": ""3"", ""trustworthy_56"": ""4"", ""relevant_56"": ""4"", ""label_understandable"": ""4"", ""label_useful"": ""4"", ""label_influenced"": ""3"", ""label_attention"": ""4"", ""label_more"": ""2"", ""rb_attention_check"": """", ""low_preference_fit"": ""2"", ""high_preference_fit"": ""4"", ""low_constructive"": ""4"", ""high_constructive"": ""4"", ""low_understandable"": ""4"", ""high_understandable"": ""3"", ""low_trustworthy"": ""4"", ""high_trustworthy"": ""4"", ""low_relevant"": ""4"", ""high_relevant"": ""4""}}",139293,"Top U.N. Official Pushing to Get Aid Into Stricken Sudanese City","Politics",146472,"A 'breakthrough' drug to prevent HIV, an 'unprecedented' rollout",4,2,4,4,4,4,131990,"It's been a dangerous decade since the Paris Climate Agreement, but there's still reason for hope",5,4,4,3,4,4,"Public Health","Politics","Focuses on solutions and constructive ways forward","",4,4,3,4,2,NA,131990,"It's been a dangerous decade since the Paris Climate Agreement, but there's still reason for hope",1,0,2,4,4,4,4,4,4,3,4,4
574,1,300,"{""main_article_id"": 51, ""main_article_stable_id"": ""136187"", ""main_article_title"": ""Alaska sued over aerial hunting of bears to protect caribou"", ""selected_recommendation_id"": 64, ""selected_recommendation_stable_id"": ""139293"", ""selected_recommendation_title"": ""Top U.N. Official Pushing to Get Aid Into Stricken Sudanese City"", ""selected_recommendation_pos"": 0, ""changing_label_rec_pos"": 1, ""recommendations"": [64, 2], ""recommendations_labels"": {""2"": ""Trending right now"", ""64"": """"}, ""recommendations_stable_ids"": [""139293"", ""141087""], ""recommendations_titles"": [""Top U.N. Official Pushing to Get Aid Into Stricken Sudanese City"", ""Cash vouchers for newlyweds as China tries to boost marriages""], ""ratings"": {""likelihood_64"": ""4"", ""preference_fit_64"": ""4"", ""constructive_64"": ""4"", ""understandable_64"": ""4"", ""trustworthy_64"": ""4"", ""relevant_64"": ""4"", ""likelihood_2"": ""4"", ""preference_fit_2"": ""2"", ""constructive_2"": ""2"", ""understandable_2"": ""4"", ""trustworthy_2"": ""3"", ""relevant_2"": ""2"", ""label_understandable"": ""4"", ""label_useful"": ""3"", ""label_influenced"": ""5"", ""label_attention"": ""3"", ""label_more"": ""3"", ""rb_attention_check"": """", ""low_preference_fit"": ""2"", ""high_preference_fit"": ""4"", ""low_constructive"": ""2"", ""high_constructive"": ""4"", ""low_understandable"": ""4"", ""high_understandable"": ""4"", ""low_trustworthy"": ""3"", ""high_trustworthy"": ""4"", ""low_relevant"": ""2"", ""high_relevant"": ""4""}}",136187,"Alaska sued over aerial hunting of bears to protect caribou","Politics",139293,"Top U.N. Official Pushing to Get Aid Into Stricken Sudanese City",4,4,4,4,4,4,141087,"Cash vouchers for newlyweds as China tries to boost marriages",4,2,2,4,3,2,"Politics","International","","Trending right now",4,3,5,3,3,NA,139293,"Top U.N. Official Pushing to Get Aid Into Stricken Sudanese City",0,1,2,2,4,3,2,4,4,4,4,4
575,1,301,"{""main_article_id"": 2, ""main_article_stable_id"": ""141087"", ""main_article_title"": ""Cash vouchers for newlyweds as China tries to boost marriages"", ""selected_recommendation_id"": 1, ""selected_recommendation_stable_id"": ""139610"", ""selected_recommendation_title"": ""Poor Countries Got $1 Trillion From China. So Did Rich Ones."", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 1, ""recommendations"": [3, 1], ""recommendations_labels"": {""1"": ""Fact-checked for accuracy"", ""3"": """"}, ""recommendations_stable_ids"": [""139978"", ""139610""], ""recommendations_titles"": [""Italy's light touch on inheritance tax comes at a cost, economists say"", ""Poor Countries Got $1 Trillion From China. So Did Rich Ones.""], ""ratings"": {""likelihood_3"": ""3"", ""preference_fit_3"": ""3"", ""constructive_3"": ""3"", ""understandable_3"": ""3"", ""trustworthy_3"": ""3"", ""relevant_3"": ""3"", ""likelihood_1"": ""4"", ""preference_fit_1"": ""4"", ""constructive_1"": ""4"", ""understandable_1"": ""4"", ""trustworthy_1"": ""4"", ""relevant_1"": ""4"", ""label_understandable"": ""4"", ""label_useful"": ""4"", ""label_influenced"": ""4"", ""label_attention"": ""4"", ""label_more"": ""4"", ""rb_attention_check"": """", ""low_preference_fit"": ""4"", ""high_preference_fit"": ""3"", ""low_constructive"": ""4"", ""high_constructive"": ""3"", ""low_understandable"": ""4"", ""high_understandable"": ""3"", ""low_trustworthy"": ""4"", ""high_trustworthy"": ""3"", ""low_relevant"": ""4"", ""high_relevant"": ""3""}}",141087,"Cash vouchers for newlyweds as China tries to boost marriages","International",139978,"Italy's light touch on inheritance tax comes at a cost, economists say",3,3,3,3,3,3,139610,"Poor Countries Got $1 Trillion From China. So Did Rich Ones.",4,4,4,4,4,4,"International","Economics","","Fact-checked for accuracy",4,4,4,4,4,NA,139610,"Poor Countries Got $1 Trillion From China. So Did Rich Ones.",1,1,4,4,4,4,4,3,3,3,3,3
576,2,301,"{""main_article_id"": 29, ""main_article_stable_id"": ""144778"", ""main_article_title"": ""Meta's Victory Opens the Way for Silicon Valley to Go Deal Shopping"", ""selected_recommendation_id"": 55, ""selected_recommendation_stable_id"": ""128859"", ""selected_recommendation_title"": ""Sports card shops are evolving \u2014 thanks in part to a Greek import"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 1, ""recommendations"": [25, 55], ""recommendations_labels"": {""25"": """", ""55"": ""Recommended by 82% of readers your age in your region""}, ""recommendations_stable_ids"": [""144230"", ""128859""], ""recommendations_titles"": [""To Meld A.I. With Supercomputers, National Labs Are Picking Up the Pace"", ""Sports card shops are evolving \u2014 thanks in part to a Greek import""], ""ratings"": {""likelihood_25"": ""5"", ""preference_fit_25"": ""4"", ""constructive_25"": ""4"", ""understandable_25"": ""4"", ""trustworthy_25"": ""4"", ""relevant_25"": ""5"", ""likelihood_55"": ""5"", ""preference_fit_55"": ""4"", ""constructive_55"": ""4"", ""understandable_55"": ""4"", ""trustworthy_55"": ""4"", ""relevant_55"": ""4"", ""label_understandable"": ""4"", ""label_useful"": ""4"", ""label_influenced"": ""4"", ""label_attention"": ""4"", ""label_more"": ""4"", ""rb_attention_check"": ""1"", ""low_preference_fit"": ""4"", ""high_preference_fit"": ""4"", ""low_constructive"": ""4"", ""high_constructive"": ""4"", ""low_understandable"": ""4"", ""high_understandable"": ""4"", ""low_trustworthy"": ""4"", ""high_trustworthy"": ""4"", ""low_relevant"": ""4"", ""high_relevant"": ""5""}}",144778,"Meta's Victory Opens the Way for Silicon Valley to Go Deal Shopping","Tech",144230,"To Meld A.I. With Supercomputers, National Labs Are Picking Up the Pace",5,4,4,4,4,5,128859,"Sports card shops are evolving — thanks in part to a Greek import",5,4,4,4,4,4,"Tech","Lifestyle","","Recommended by 82% of readers your age in your region",4,4,4,4,4,1,128859,"Sports card shops are evolving — thanks in part to a Greek import",1,1,4,4,4,4,4,4,4,4,4,5
