"id","round_number","participant_id","article","main_article_stable_id","main_article_title","main_topic","rec0_stable_id","rec0_title","rec0_likelihood","rec0_preference_fit","rec0_constructive","rec0_understandable","rec0_trustworthy","rec0_relevant","rec1_stable_id","rec1_title","rec1_likelihood","rec1_preference_fit","rec1_constructive","rec1_understandable","rec1_trustworthy","rec1_relevant","rec0_topic","rec1_topic","rec0_label_text","rec1_label_text","label_understandable","label_useful","label_influenced","label_attention","label_more","rb_attention_check","selected_rec_stable_id","selected_rec_title","selected_rec_pos","changing_label_rec_pos"
163,2,83,"{""main_article_id"": 23, ""main_article_stable_id"": ""144012"", ""main_article_title"": ""Boulder County opens new alternative sentencing facility focused on rehabilitation"", ""selected_recommendation_id"": 20, ""selected_recommendation_stable_id"": ""143873"", ""selected_recommendation_title"": ""Massive meth smuggling ring that hid drugs in boxes of jalape\u00f1os busted in Georgia, prosecutors say"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 0, ""recommendations"": [51, 20], ""recommendations_labels"": {""20"": ""You might also like this article:"", ""51"": ""This article breaks the topic into key points without unnecessary details:""}, ""recommendations_stable_ids"": [""136187"", ""143873""], ""recommendations_titles"": [""Alaska sued over aerial hunting of bears to protect caribou"", ""Massive meth smuggling ring that hid drugs in boxes of jalape\u00f1os busted in Georgia, prosecutors say""], ""ratings"": {""likelihood_51"": ""3"", ""preference_fit_51"": ""4"", ""constructive_51"": ""4"", ""understandable_51"": ""4"", ""trustworthy_51"": ""4"", ""relevant_51"": ""4"", ""likelihood_20"": ""5"", ""preference_fit_20"": ""5"", ""constructive_20"": """", ""understandable_20"": """", ""trustworthy_20"": """", ""relevant_20"": """", ""label_understandable"": ""5"", ""label_useful"": ""5"", ""label_influenced"": ""5"", ""label_attention"": ""5"", ""label_more"": ""5"", ""rb_attention_check"": ""1""}}",144012,"Boulder County opens new alternative sentencing facility focused on rehabilitation","Crime",136187,"Alaska sued over aerial hunting of bears to protect caribou",3,4,4,4,4,4,143873,"Massive meth smuggling ring that hid drugs in boxes of jalapeños busted in Georgia, prosecutors say",5,5,NA,NA,NA,NA,"Politics","Crime","This article breaks the topic into key points without unnecessary details:","You might also like this article:",5,5,5,5,5,1,143873,"Massive meth smuggling ring that hid drugs in boxes of jalapeños busted in Georgia, prosecutors say",1,0
164,1,82,"{""main_article_id"": 36, ""main_article_stable_id"": ""146310"", ""main_article_title"": ""New Gene-Editing Strategy Could Help Development of Treatments for Rare Diseases"", ""selected_recommendation_id"": 37, ""selected_recommendation_stable_id"": ""146239"", ""selected_recommendation_title"": ""Screenings Could Save Four Times as Many People From Lung Cancer"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 0, ""recommendations"": [49, 37], ""recommendations_labels"": {""37"": ""You might also like this article:"", ""49"": ""You might also like this article:""}, ""recommendations_stable_ids"": [""131667"", ""146239""], ""recommendations_titles"": [""Analysis: Many factors, not just Trump, contributed to BBC resignations"", ""Screenings Could Save Four Times as Many People From Lung Cancer""], ""ratings"": {""likelihood_49"": ""2"", ""preference_fit_49"": ""3"", ""constructive_49"": ""2"", ""understandable_49"": ""4"", ""trustworthy_49"": ""3"", ""relevant_49"": ""3"", ""likelihood_37"": ""4"", ""preference_fit_37"": ""4"", ""constructive_37"": """", ""understandable_37"": """", ""trustworthy_37"": """", ""relevant_37"": """", ""label_understandable"": ""4"", ""label_useful"": ""3"", ""label_influenced"": ""3"", ""label_attention"": ""3"", ""label_more"": ""3"", ""rb_attention_check"": """"}}",146310,"New Gene-Editing Strategy Could Help Development of Treatments for Rare Diseases","Public Health",131667,"Analysis: Many factors, not just Trump, contributed to BBC resignations",2,3,2,4,3,3,146239,"Screenings Could Save Four Times as Many People From Lung Cancer",4,4,NA,NA,NA,NA,"Politics","Public Health","You might also like this article:","You might also like this article:",4,3,3,3,3,NA,146239,"Screenings Could Save Four Times as Many People From Lung Cancer",1,0
165,2,82,"{""main_article_id"": 39, ""main_article_stable_id"": ""146568"", ""main_article_title"": ""Harlem residents roll up their sleeves as city's blood supply dips"", ""selected_recommendation_id"": 13, ""selected_recommendation_stable_id"": ""141489"", ""selected_recommendation_title"": ""Coral from the sea is being used in some knee surgeries in NYC. Here's how, and why."", ""selected_recommendation_pos"": 0, ""changing_label_rec_pos"": 1, ""recommendations"": [13, 41], ""recommendations_labels"": {""13"": ""You might also like this article:"", ""41"": ""This article is recommended by 82% of readers your age in your region:""}, ""recommendations_stable_ids"": [""141489"", ""145756""], ""recommendations_titles"": [""Coral from the sea is being used in some knee surgeries in NYC. Here's how, and why."", ""Amazon's Zoox robotaxis service to give free rides in San Francisco as its expansion accelerates""], ""ratings"": {""likelihood_13"": ""5"", ""preference_fit_13"": ""4"", ""constructive_13"": """", ""understandable_13"": """", ""trustworthy_13"": """", ""relevant_13"": """", ""likelihood_41"": ""2"", ""preference_fit_41"": ""2"", ""constructive_41"": ""2"", ""understandable_41"": ""4"", ""trustworthy_41"": ""3"", ""relevant_41"": ""2"", ""label_understandable"": ""4"", ""label_useful"": ""3"", ""label_influenced"": ""3"", ""label_attention"": ""2"", ""label_more"": ""3"", ""rb_attention_check"": ""1""}}",146568,"Harlem residents roll up their sleeves as city's blood supply dips","Personal Health",141489,"Coral from the sea is being used in some knee surgeries in NYC. Here's how, and why.",5,4,NA,NA,NA,NA,145756,"Amazon's Zoox robotaxis service to give free rides in San Francisco as its expansion accelerates",2,2,2,4,3,2,"Personal Health","Tech","You might also like this article:","This article is recommended by 82% of readers your age in your region:",4,3,3,2,3,1,141489,"Coral from the sea is being used in some knee surgeries in NYC. Here's how, and why.",0,1
166,1,85,"{""main_article_id"": 19, ""main_article_stable_id"": ""143626"", ""main_article_title"": ""New initiative aimed at preventing youth crime"", ""selected_recommendation_id"": 56, ""selected_recommendation_stable_id"": ""131990"", ""selected_recommendation_title"": ""It's been a dangerous decade since the Paris Climate Agreement, but there's still reason for hope"", ""selected_recommendation_pos"": 0, ""changing_label_rec_pos"": 0, ""recommendations"": [56, 21], ""recommendations_labels"": {""21"": ""You might also like this article:"", ""56"": ""The information in this article has been fact-checked for accuracy:""}, ""recommendations_stable_ids"": [""131990"", ""143889""], ""recommendations_titles"": [""It's been a dangerous decade since the Paris Climate Agreement, but there's still reason for hope"", ""Pennsylvania Attorney General's Office launches Elder Exploitation Section, expanding services for seniors""], ""ratings"": {""likelihood_56"": ""4"", ""preference_fit_56"": ""4"", ""constructive_56"": ""5"", ""understandable_56"": ""5"", ""trustworthy_56"": ""5"", ""relevant_56"": ""5"", ""likelihood_21"": ""2"", ""preference_fit_21"": ""3"", ""constructive_21"": """", ""understandable_21"": """", ""trustworthy_21"": """", ""relevant_21"": """", ""label_understandable"": ""5"", ""label_useful"": ""3"", ""label_influenced"": ""5"", ""label_attention"": ""5"", ""label_more"": ""5"", ""rb_attention_check"": """"}}",143626,"New initiative aimed at preventing youth crime","Crime",131990,"It's been a dangerous decade since the Paris Climate Agreement, but there's still reason for hope",4,4,5,5,5,5,143889,"Pennsylvania Attorney General's Office launches Elder Exploitation Section, expanding services for seniors",2,3,NA,NA,NA,NA,"Politics","Crime","The information in this article has been fact-checked for accuracy:","You might also like this article:",5,3,5,5,5,NA,131990,"It's been a dangerous decade since the Paris Climate Agreement, but there's still reason for hope",0,0
167,2,85,"{""main_article_id"": 29, ""main_article_stable_id"": ""144778"", ""main_article_title"": ""Meta's Victory Opens the Way for Silicon Valley to Go Deal Shopping"", ""selected_recommendation_id"": 25, ""selected_recommendation_stable_id"": ""144230"", ""selected_recommendation_title"": ""To Meld A.I. With Supercomputers, National Labs Are Picking Up the Pace"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 0, ""recommendations"": [50, 25], ""recommendations_labels"": {""25"": ""You might also like this article:"", ""50"": ""This article breaks the topic into key points without unnecessary details:""}, ""recommendations_stable_ids"": [""130049"", ""144230""], ""recommendations_titles"": [""Real Madrid's Ferland Mendy: 629 days out, winner of finals and an uncertain future"", ""To Meld A.I. With Supercomputers, National Labs Are Picking Up the Pace""], ""ratings"": {""likelihood_50"": ""1"", ""preference_fit_50"": ""1"", ""constructive_50"": ""1"", ""understandable_50"": ""3"", ""trustworthy_50"": ""3"", ""relevant_50"": ""3"", ""likelihood_25"": ""5"", ""preference_fit_25"": ""5"", ""constructive_25"": """", ""understandable_25"": """", ""trustworthy_25"": """", ""relevant_25"": """", ""label_understandable"": ""5"", ""label_useful"": ""3"", ""label_influenced"": ""1"", ""label_attention"": ""1"", ""label_more"": ""1"", ""rb_attention_check"": ""1""}}",144778,"Meta's Victory Opens the Way for Silicon Valley to Go Deal Shopping","Tech",130049,"Real Madrid's Ferland Mendy: 629 days out, winner of finals and an uncertain future",1,1,1,3,3,3,144230,"To Meld A.I. With Supercomputers, National Labs Are Picking Up the Pace",5,5,NA,NA,NA,NA,"Sports","Tech","This article breaks the topic into key points without unnecessary details:","You might also like this article:",5,3,1,1,1,1,144230,"To Meld A.I. With Supercomputers, National Labs Are Picking Up the Pace",1,0
168,1,86,"{""main_article_id"": 56, ""main_article_stable_id"": ""131990"", ""main_article_title"": ""It's been a dangerous decade since the Paris Climate Agreement, but there's still reason for hope"", ""selected_recommendation_id"": 18, ""selected_recommendation_stable_id"": ""143388"", ""selected_recommendation_title"": ""Mamdani and Tisch Agreed to Work Together. Here's Where They Differ."", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 0, ""recommendations"": [65, 18], ""recommendations_labels"": {""18"": ""You might also like this article:"", ""65"": ""This article is trending right now:""}, ""recommendations_stable_ids"": [""139836"", ""143388""], ""recommendations_titles"": [""Hitting retirement age in 2026? This Social Security change could impact you."", ""Mamdani and Tisch Agreed to Work Together. Here's Where They Differ.""], ""ratings"": {""likelihood_65"": ""3"", ""preference_fit_65"": ""2"", ""constructive_65"": ""3"", ""understandable_65"": ""3"", ""trustworthy_65"": ""3"", ""relevant_65"": ""2"", ""likelihood_18"": ""4"", ""preference_fit_18"": ""4"", ""constructive_18"": """", ""understandable_18"": """", ""trustworthy_18"": """", ""relevant_18"": """", ""label_understandable"": ""4"", ""label_useful"": ""3"", ""label_influenced"": ""4"", ""label_attention"": ""2"", ""label_more"": ""3"", ""rb_attention_check"": """"}}",131990,"It's been a dangerous decade since the Paris Climate Agreement, but there's still reason for hope","Politics",139836,"Hitting retirement age in 2026? This Social Security change could impact you.",3,2,3,3,3,2,143388,"Mamdani and Tisch Agreed to Work Together. Here's Where They Differ.",4,4,NA,NA,NA,NA,"Finance","Politics","This article is trending right now:","You might also like this article:",4,3,4,2,3,NA,143388,"Mamdani and Tisch Agreed to Work Together. Here's Where They Differ.",1,0
169,1,87,"{""main_article_id"": 56, ""main_article_stable_id"": ""131990"", ""main_article_title"": ""It's been a dangerous decade since the Paris Climate Agreement, but there's still reason for hope"", ""selected_recommendation_id"": 21, ""selected_recommendation_stable_id"": ""143889"", ""selected_recommendation_title"": ""Pennsylvania Attorney General's Office launches Elder Exploitation Section, expanding services for seniors"", ""selected_recommendation_pos"": 0, ""changing_label_rec_pos"": 0, ""recommendations"": [21, 51], ""recommendations_labels"": {""21"": ""This article's content focuses on solutions and constructive ways forward:"", ""51"": ""You might also like this article:""}, ""recommendations_stable_ids"": [""143889"", ""136187""], ""recommendations_titles"": [""Pennsylvania Attorney General's Office launches Elder Exploitation Section, expanding services for seniors"", ""Alaska sued over aerial hunting of bears to protect caribou""], ""ratings"": {""likelihood_21"": ""4"", ""preference_fit_21"": ""4"", ""constructive_21"": ""4"", ""understandable_21"": ""5"", ""trustworthy_21"": ""4"", ""relevant_21"": ""2"", ""likelihood_51"": ""4"", ""preference_fit_51"": ""4"", ""constructive_51"": """", ""understandable_51"": """", ""trustworthy_51"": """", ""relevant_51"": """", ""label_understandable"": ""4"", ""label_useful"": ""5"", ""label_influenced"": ""5"", ""label_attention"": ""4"", ""label_more"": ""5"", ""rb_attention_check"": """"}}",131990,"It's been a dangerous decade since the Paris Climate Agreement, but there's still reason for hope","Politics",143889,"Pennsylvania Attorney General's Office launches Elder Exploitation Section, expanding services for seniors",4,4,4,5,4,2,136187,"Alaska sued over aerial hunting of bears to protect caribou",4,4,NA,NA,NA,NA,"Crime","Politics","This article's content focuses on solutions and constructive ways forward:","You might also like this article:",4,5,5,4,5,NA,143889,"Pennsylvania Attorney General's Office launches Elder Exploitation Section, expanding services for seniors",0,0
170,2,87,"{""main_article_id"": 56, ""main_article_stable_id"": ""131990"", ""main_article_title"": ""It's been a dangerous decade since the Paris Climate Agreement, but there's still reason for hope"", ""selected_recommendation_id"": 21, ""selected_recommendation_stable_id"": ""143889"", ""selected_recommendation_title"": ""Pennsylvania Attorney General's Office launches Elder Exploitation Section, expanding services for seniors"", ""selected_recommendation_pos"": 0, ""changing_label_rec_pos"": 0, ""recommendations"": [21, 51], ""recommendations_labels"": {""21"": ""This article's content focuses on solutions and constructive ways forward:"", ""51"": ""You might also like this article:""}, ""recommendations_stable_ids"": [""143889"", ""136187""], ""recommendations_titles"": [""Pennsylvania Attorney General's Office launches Elder Exploitation Section, expanding services for seniors"", ""Alaska sued over aerial hunting of bears to protect caribou""], ""ratings"": {""likelihood_21"": ""4"", ""preference_fit_21"": ""4"", ""constructive_21"": ""4"", ""understandable_21"": ""5"", ""trustworthy_21"": ""4"", ""relevant_21"": ""2"", ""likelihood_51"": ""4"", ""preference_fit_51"": ""4"", ""constructive_51"": """", ""understandable_51"": """", ""trustworthy_51"": """", ""relevant_51"": """", ""label_understandable"": ""4"", ""label_useful"": ""5"", ""label_influenced"": ""5"", ""label_attention"": ""4"", ""label_more"": ""5"", ""rb_attention_check"": """"}}",131990,"It's been a dangerous decade since the Paris Climate Agreement, but there's still reason for hope","Politics",143889,"Pennsylvania Attorney General's Office launches Elder Exploitation Section, expanding services for seniors",4,4,4,5,4,2,136187,"Alaska sued over aerial hunting of bears to protect caribou",4,4,NA,NA,NA,NA,"Crime","Politics","This article's content focuses on solutions and constructive ways forward:","You might also like this article:",4,5,5,4,5,NA,143889,"Pennsylvania Attorney General's Office launches Elder Exploitation Section, expanding services for seniors",0,0
171,2,86,"{""main_article_id"": 48, ""main_article_stable_id"": ""129977"", ""main_article_title"": ""New-look Dan Campbell gives Lions' offense jump-start in perhaps a season-defining move"", ""selected_recommendation_id"": 42, ""selected_recommendation_stable_id"": ""147262"", ""selected_recommendation_title"": ""Red Wings in first place after 20 games: What's worked, what questions remain"", ""selected_recommendation_pos"": 0, ""changing_label_rec_pos"": 1, ""recommendations"": [42, 60], ""recommendations_labels"": {""42"": ""You might also like this article:"", ""60"": ""This article is recommended by 82% of readers your age in your region:""}, ""recommendations_stable_ids"": [""147262"", ""133131""], ""recommendations_titles"": [""Red Wings in first place after 20 games: What's worked, what questions remain"", ""Millions of bats are being killed by wind turbines, but smart sensors could help protect them""], ""ratings"": {""likelihood_42"": ""4"", ""preference_fit_42"": ""5"", ""constructive_42"": """", ""understandable_42"": """", ""trustworthy_42"": """", ""relevant_42"": """", ""likelihood_60"": ""2"", ""preference_fit_60"": ""2"", ""constructive_60"": ""3"", ""understandable_60"": ""3"", ""trustworthy_60"": ""3"", ""relevant_60"": ""2"", ""label_understandable"": ""3"", ""label_useful"": ""2"", ""label_influenced"": ""2"", ""label_attention"": ""2"", ""label_more"": ""2"", ""rb_attention_check"": ""1""}}",129977,"New-look Dan Campbell gives Lions' offense jump-start in perhaps a season-defining move","Sports",147262,"Red Wings in first place after 20 games: What's worked, what questions remain",4,5,NA,NA,NA,NA,133131,"Millions of bats are being killed by wind turbines, but smart sensors could help protect them",2,2,3,3,3,2,"Sports","Science","You might also like this article:","This article is recommended by 82% of readers your age in your region:",3,2,2,2,2,1,147262,"Red Wings in first place after 20 games: What's worked, what questions remain",0,1
172,1,88,"{""main_article_id"": 45, ""main_article_stable_id"": ""148260"", ""main_article_title"": ""Choreographer for Neil Diamond-inspired musical \""A Beautiful Noise\"" helping Parkinson's patients get moving"", ""selected_recommendation_id"": 44, ""selected_recommendation_stable_id"": ""148119"", ""selected_recommendation_title"": ""What saved a heartbroken 14-year NFL veteran? It's magic"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 0, ""recommendations"": [4, 44], ""recommendations_labels"": {""4"": ""The information in this article has been fact-checked for accuracy:"", ""44"": ""You might also like this article:""}, ""recommendations_stable_ids"": [""141220"", ""148119""], ""recommendations_titles"": [""Why Anthropic's AI Claude tried to contact the FBI in a test"", ""What saved a heartbroken 14-year NFL veteran? It's magic""], ""ratings"": {""likelihood_4"": ""3"", ""preference_fit_4"": ""2"", ""constructive_4"": ""3"", ""understandable_4"": ""4"", ""trustworthy_4"": ""4"", ""relevant_4"": ""3"", ""likelihood_44"": ""5"", ""preference_fit_44"": ""4"", ""constructive_44"": """", ""understandable_44"": """", ""trustworthy_44"": """", ""relevant_44"": """", ""label_understandable"": ""4"", ""label_useful"": ""4"", ""label_influenced"": ""3"", ""label_attention"": ""5"", ""label_more"": ""4"", ""rb_attention_check"": """"}}",148260,"Choreographer for Neil Diamond-inspired musical ""A Beautiful Noise"" helping Parkinson's patients get moving","Entertainment",141220,"Why Anthropic's AI Claude tried to contact the FBI in a test",3,2,3,4,4,3,148119,"What saved a heartbroken 14-year NFL veteran? It's magic",5,4,NA,NA,NA,NA,"Tech","Entertainment","The information in this article has been fact-checked for accuracy:","You might also like this article:",4,4,3,5,4,NA,148119,"What saved a heartbroken 14-year NFL veteran? It's magic",1,0
173,1,89,"{""main_article_id"": 1, ""main_article_stable_id"": ""139610"", ""main_article_title"": ""Poor Countries Got $1 Trillion From China. So Did Rich Ones."", ""selected_recommendation_id"": 69, ""selected_recommendation_stable_id"": ""144440"", ""selected_recommendation_title"": ""ECB set to hold rates through 2026 on steady economic outlook: Reuters poll"", ""selected_recommendation_pos"": 0, ""changing_label_rec_pos"": 1, ""recommendations"": [69, 66], ""recommendations_labels"": {""66"": ""The information in this article has been fact-checked for accuracy:"", ""69"": ""You might also like this article:""}, ""recommendations_stable_ids"": [""144440"", ""139942""], ""recommendations_titles"": [""ECB set to hold rates through 2026 on steady economic outlook: Reuters poll"", ""F1's plan for sluggish Vegas GP sales: Go bigger, cheaper and make \u2018a splash again'""], ""ratings"": {""likelihood_69"": ""4"", ""preference_fit_69"": ""4"", ""constructive_69"": """", ""understandable_69"": """", ""trustworthy_69"": """", ""relevant_69"": """", ""likelihood_66"": ""3"", ""preference_fit_66"": ""4"", ""constructive_66"": ""4"", ""understandable_66"": ""4"", ""trustworthy_66"": ""3"", ""relevant_66"": ""3"", ""label_understandable"": ""4"", ""label_useful"": ""4"", ""label_influenced"": ""3"", ""label_attention"": ""4"", ""label_more"": ""4"", ""rb_attention_check"": """"}}",139610,"Poor Countries Got $1 Trillion From China. So Did Rich Ones.","Economics",144440,"ECB set to hold rates through 2026 on steady economic outlook: Reuters poll",4,4,NA,NA,NA,NA,139942,"F1's plan for sluggish Vegas GP sales: Go bigger, cheaper and make ‘a splash again'",3,4,4,4,3,3,"Economics","Finance","You might also like this article:","The information in this article has been fact-checked for accuracy:",4,4,3,4,4,NA,144440,"ECB set to hold rates through 2026 on steady economic outlook: Reuters poll",0,1
174,2,88,"{""main_article_id"": 56, ""main_article_stable_id"": ""131990"", ""main_article_title"": ""It's been a dangerous decade since the Paris Climate Agreement, but there's still reason for hope"", ""selected_recommendation_id"": 51, ""selected_recommendation_stable_id"": ""136187"", ""selected_recommendation_title"": ""Alaska sued over aerial hunting of bears to protect caribou"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 0, ""recommendations"": [69, 51], ""recommendations_labels"": {""51"": ""You might also like this article:"", ""69"": ""This article's content focuses on solutions and constructive ways forward:""}, ""recommendations_stable_ids"": [""144440"", ""136187""], ""recommendations_titles"": [""ECB set to hold rates through 2026 on steady economic outlook: Reuters poll"", ""Alaska sued over aerial hunting of bears to protect caribou""], ""ratings"": {""likelihood_69"": ""1"", ""preference_fit_69"": ""1"", ""constructive_69"": ""2"", ""understandable_69"": ""1"", ""trustworthy_69"": ""3"", ""relevant_69"": ""2"", ""likelihood_51"": ""5"", ""preference_fit_51"": ""5"", ""constructive_51"": """", ""understandable_51"": """", ""trustworthy_51"": """", ""relevant_51"": """", ""label_understandable"": ""2"", ""label_useful"": ""1"", ""label_influenced"": ""4"", ""label_attention"": ""2"", ""label_more"": ""1"", ""rb_attention_check"": ""1""}}",131990,"It's been a dangerous decade since the Paris Climate Agreement, but there's still reason for hope","Politics",144440,"ECB set to hold rates through 2026 on steady economic outlook: Reuters poll",1,1,2,1,3,2,136187,"Alaska sued over aerial hunting of bears to protect caribou",5,5,NA,NA,NA,NA,"Economics","Politics","This article's content focuses on solutions and constructive ways forward:","You might also like this article:",2,1,4,2,1,1,136187,"Alaska sued over aerial hunting of bears to protect caribou",1,0
175,2,89,"{""main_article_id"": 25, ""main_article_stable_id"": ""144230"", ""main_article_title"": ""To Meld A.I. With Supercomputers, National Labs Are Picking Up the Pace"", ""selected_recommendation_id"": 63, ""selected_recommendation_stable_id"": ""133123"", ""selected_recommendation_title"": ""New Glenn launch: NASA's Escapade mission to Mars brings the next big test for Jeff Bezos' rocket"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 0, ""recommendations"": [35, 63], ""recommendations_labels"": {""35"": ""This article is recommended by 82% of readers your age in your region:"", ""63"": ""You might also like this article:""}, ""recommendations_stable_ids"": [""146308"", ""133123""], ""recommendations_titles"": [""These Rocketry Hobbyists Are Not Just Playing Around"", ""New Glenn launch: NASA's Escapade mission to Mars brings the next big test for Jeff Bezos' rocket""], ""ratings"": {""likelihood_35"": ""3"", ""preference_fit_35"": ""3"", ""constructive_35"": ""4"", ""understandable_35"": ""2"", ""trustworthy_35"": ""4"", ""relevant_35"": ""3"", ""likelihood_63"": ""2"", ""preference_fit_63"": ""4"", ""constructive_63"": """", ""understandable_63"": """", ""trustworthy_63"": """", ""relevant_63"": """", ""label_understandable"": ""2"", ""label_useful"": ""3"", ""label_influenced"": ""4"", ""label_attention"": ""4"", ""label_more"": ""4"", ""rb_attention_check"": ""1""}}",144230,"To Meld A.I. With Supercomputers, National Labs Are Picking Up the Pace","Tech",146308,"These Rocketry Hobbyists Are Not Just Playing Around",3,3,4,2,4,3,133123,"New Glenn launch: NASA's Escapade mission to Mars brings the next big test for Jeff Bezos' rocket",2,4,NA,NA,NA,NA,"Science","Tech","This article is recommended by 82% of readers your age in your region:","You might also like this article:",2,3,4,4,4,1,133123,"New Glenn launch: NASA's Escapade mission to Mars brings the next big test for Jeff Bezos' rocket",1,0
176,1,84,"{""main_article_id"": 1, ""main_article_stable_id"": ""139610"", ""main_article_title"": ""Poor Countries Got $1 Trillion From China. So Did Rich Ones."", ""selected_recommendation_id"": 49, ""selected_recommendation_stable_id"": ""131667"", ""selected_recommendation_title"": ""Analysis: Many factors, not just Trump, contributed to BBC resignations"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 1, ""recommendations"": [0, 49], ""recommendations_labels"": {""0"": ""You might also like this article:"", ""49"": ""This article's content focuses on solutions and constructive ways forward:""}, ""recommendations_stable_ids"": [""139580"", ""131667""], ""recommendations_titles"": [""Fed's Jefferson Says Fed Should \u2018Proceed Slowly' With Any Further Easing"", ""Analysis: Many factors, not just Trump, contributed to BBC resignations""], ""ratings"": {""likelihood_0"": ""3"", ""preference_fit_0"": ""4"", ""constructive_0"": """", ""understandable_0"": """", ""trustworthy_0"": """", ""relevant_0"": """", ""likelihood_49"": ""3"", ""preference_fit_49"": ""3"", ""constructive_49"": ""3"", ""understandable_49"": ""3"", ""trustworthy_49"": ""3"", ""relevant_49"": ""4"", ""label_understandable"": ""2"", ""label_useful"": ""4"", ""label_influenced"": ""4"", ""label_attention"": ""3"", ""label_more"": ""4"", ""rb_attention_check"": """"}}",139610,"Poor Countries Got $1 Trillion From China. So Did Rich Ones.","Economics",139580,"Fed's Jefferson Says Fed Should ‘Proceed Slowly' With Any Further Easing",3,4,NA,NA,NA,NA,131667,"Analysis: Many factors, not just Trump, contributed to BBC resignations",3,3,3,3,3,4,"Economics","Politics","You might also like this article:","This article's content focuses on solutions and constructive ways forward:",2,4,4,3,4,NA,131667,"Analysis: Many factors, not just Trump, contributed to BBC resignations",1,1
177,2,84,"{""main_article_id"": 5, ""main_article_stable_id"": ""141298"", ""main_article_title"": ""Atlanta families step up to save dogs during overcrowding crisis at local shelters"", ""selected_recommendation_id"": 53, ""selected_recommendation_stable_id"": ""130586"", ""selected_recommendation_title"": ""Glass Skin and Snail Mucin: South Korea's Journey to Global Beauty Power"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 0, ""recommendations"": [11, 53], ""recommendations_labels"": {""11"": ""You might also like this article:"", ""53"": ""You might also like this article:""}, ""recommendations_stable_ids"": [""141442"", ""130586""], ""recommendations_titles"": [""SpaceX launches second international satellite to monitor sea level changes"", ""Glass Skin and Snail Mucin: South Korea's Journey to Global Beauty Power""], ""ratings"": {""likelihood_11"": ""1"", ""preference_fit_11"": ""2"", ""constructive_11"": ""3"", ""understandable_11"": ""3"", ""trustworthy_11"": ""3"", ""relevant_11"": ""1"", ""likelihood_53"": ""4"", ""preference_fit_53"": ""5"", ""constructive_53"": """", ""understandable_53"": """", ""trustworthy_53"": """", ""relevant_53"": """", ""label_understandable"": ""2"", ""label_useful"": ""3"", ""label_influenced"": ""4"", ""label_attention"": ""2"", ""label_more"": ""3"", ""rb_attention_check"": ""1""}}",141298,"Atlanta families step up to save dogs during overcrowding crisis at local shelters","Lifestyle",141442,"SpaceX launches second international satellite to monitor sea level changes",1,2,3,3,3,1,130586,"Glass Skin and Snail Mucin: South Korea's Journey to Global Beauty Power",4,5,NA,NA,NA,NA,"Science","Lifestyle","You might also like this article:","You might also like this article:",2,3,4,2,3,1,130586,"Glass Skin and Snail Mucin: South Korea's Journey to Global Beauty Power",1,0
178,1,90,"{""main_article_id"": 49, ""main_article_stable_id"": ""131667"", ""main_article_title"": ""Analysis: Many factors, not just Trump, contributed to BBC resignations"", ""selected_recommendation_id"": 18, ""selected_recommendation_stable_id"": ""143388"", ""selected_recommendation_title"": ""Mamdani and Tisch Agreed to Work Together. Here's Where They Differ."", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 0, ""recommendations"": [62, 18], ""recommendations_labels"": {""18"": ""You might also like this article:"", ""62"": ""This article's content focuses on solutions and constructive ways forward:""}, ""recommendations_stable_ids"": [""133138"", ""143388""], ""recommendations_titles"": [""Promising clinical trials in Alzheimer's prevention"", ""Mamdani and Tisch Agreed to Work Together. Here's Where They Differ.""], ""ratings"": {""likelihood_62"": ""3"", ""preference_fit_62"": ""2"", ""constructive_62"": ""4"", ""understandable_62"": ""4"", ""trustworthy_62"": ""3"", ""relevant_62"": ""3"", ""likelihood_18"": ""4"", ""preference_fit_18"": ""4"", ""constructive_18"": """", ""understandable_18"": """", ""trustworthy_18"": """", ""relevant_18"": """", ""label_understandable"": ""4"", ""label_useful"": ""4"", ""label_influenced"": ""2"", ""label_attention"": ""3"", ""label_more"": ""3"", ""rb_attention_check"": """"}}",131667,"Analysis: Many factors, not just Trump, contributed to BBC resignations","Politics",133138,"Promising clinical trials in Alzheimer's prevention",3,2,4,4,3,3,143388,"Mamdani and Tisch Agreed to Work Together. Here's Where They Differ.",4,4,NA,NA,NA,NA,"Public Health","Politics","This article's content focuses on solutions and constructive ways forward:","You might also like this article:",4,4,2,3,3,NA,143388,"Mamdani and Tisch Agreed to Work Together. Here's Where They Differ.",1,0
